scenario_id,scenario,case,fy_revenue_impact,expense_or_provision_impact,pti_impact,resulting_pti,management_recommendation,classification,month,monthly_pti_impact
S09,New Card / Membership Benefit Launch,Base,380.0,470.0,-90.0,7804.1,Stage launch spending against account and spend milestones.,MODEL_OUTPUT,2026-10-01,-7.5
S09,New Card / Membership Benefit Launch,Base,380.0,470.0,-90.0,7804.1,Stage launch spending against account and spend milestones.,MODEL_OUTPUT,2026-11-01,-7.5
S09,New Card / Membership Benefit Launch,Base,380.0,470.0,-90.0,7804.1,Stage launch spending against account and spend milestones.,MODEL_OUTPUT,2026-12-01,-7.5
S09,New Card / Membership Benefit Launch,High / Stress,551.0,681.5,-130.5,7763.6,Stage launch spending against account and spend milestones.,MODEL_OUTPUT,2026-01-01,-10.875
S09,New Card / Membership Benefit Launch,High / Stress,551.0,681.5,-130.5,7763.6,Stage launch spending against account and spend milestones.,MODEL_OUTPUT,2026-02-01,-10.875
S09,New Card / Membership Benefit Launch,High / Stress,551.0,681.5,-130.5,7763.6,Stage launch spending against account and spend milestones.,MODEL_OUTPUT,2026-03-01,-10.875
S09,New Card / Membership Benefit Launch,High / Stress,551.0,681.5,-130.5,7763.6,Stage launch spending against account and spend milestones.,MODEL_OUTPUT,2026-04-01,-10.875
S09,New Card / Membership Benefit Launch,High / Stress,551.0,681.5,-130.5,7763.6,Stage launch spending against account and spend milestones.,MODEL_OUTPUT,2026-05-01,-10.875
S09,New Card / Membership Benefit Launch,High / Stress,551.0,681.5,-130.5,7763.6,Stage launch spending against account and spend milestones.,MODEL_OUTPUT,2026-06-01,-10.875
S09,New Card / Membership Benefit Launch,High / Stress,551.0,681.5,-130.5,7763.6,Stage launch spending against account and spend milestones.,MODEL_OUTPUT,2026-07-01,-10.875
S09,New Card / Membership Benefit Launch,High / Stress,551.0,681.5,-130.5,7763.6,Stage launch spending against account and spend milestones.,MODEL_OUTPUT,2026-08-01,-10.875
S09,New Card / Membership Benefit Launch,High / Stress,551.0,681.5,-130.5,7763.6,Stage launch spending against account and spend milestones.,MODEL_OUTPUT,2026-09-01,-10.875
S09,New Card / Membership Benefit Launch,High / Stress,551.0,681.5,-130.5,7763.6,Stage launch spending against account and spend milestones.,MODEL_OUTPUT,2026-10-01,-10.875
S09,New Card / Membership Benefit Launch,High / Stress,551.0,681.5,-130.5,7763.6,Stage launch spending against account and spend milestones.,MODEL_OUTPUT,2026-11-01,-10.875
S09,New Card / Membership Benefit Launch,High / Stress,551.0,681.5,-130.5,7763.6,Stage launch spending against account and spend milestones.,MODEL_OUTPUT,2026-12-01,-10.875
S10,Automation & Cost Transformation,Low,22.0,-170.5,192.5,8086.6,Release funding by phase after adoption and service metrics hold.,MODEL_OUTPUT,2026-01-01,16.041666666666668
S10,Automation & Cost Transformation,Low,22.0,-170.5,192.5,8086.6,Release funding by phase after adoption and service metrics hold.,MODEL_OUTPUT,2026-02-01,16.041666666666668
S10,Automation & Cost Transformation,Low,22.0,-170.5,192.5,8086.6,Release funding by phase after adoption and service metrics hold.,MODEL_OUTPUT,2026-03-01,16.041666666666668
S10,Automation & Cost Transformation,Low,22.0,-170.5,192.5,8086.6,Release funding by phase after adoption and service metrics hold.,MODEL_OUTPUT,2026-04-01,16.041666666666668
S10,Automation & Cost Transformation,Low,22.0,-170.5,192.5,8086.6,Release funding by phase after adoption and service metrics hold.,MODEL_OUTPUT,2026-05-01,16.041666666666668
S10,Automation & Cost Transformation,Low,22.0,-170.5,192.5,8086.6,Release funding by phase after adoption and service metrics hold.,MODEL_OUTPUT,2026-06-01,16.041666666666668
S10,Automation & Cost Transformation,Low,22.0,-170.5,192.5,8086.6,Release funding by phase after adoption and service metrics hold.,MODEL_OUTPUT,2026-07-01,16.041666666666668
S10,Automation & Cost Transformation,Low,22.0,-170.5,192.5,8086.6,Release funding by phase after adoption and service metrics hold.,MODEL_OUTPUT,2026-08-01,16.041666666666668
S10,Automation & Cost Transformation,Low,22.0,-170.5,192.5,8086.6,Release funding by phase after adoption and service metrics hold.,MODEL_OUTPUT,2026-09-01,16.041666666666668
S10,Automation & Cost Transformation,Low,22.0,-170.5,192.5,8086.6,Release funding by phase after adoption and service metrics hold.,MODEL_OUTPUT,2026-10-01,16.041666666666668
S10,Automation & Cost Transformation,Low,22.0,-170.5,192.5,8086.6,Release funding by phase after adoption and service metrics hold.,MODEL_OUTPUT,2026-11-01,16.041666666666668
S10,Automation & Cost Transformation,Low,22.0,-170.5,192.5,8086.6,Release funding by phase after adoption and service metrics hold.,MODEL_OUTPUT,2026-12-01,16.041666666666668
S10,Automation & Cost Transformation,Base,40.0,-310.0,350.0,8244.1,Release funding by phase after adoption and service metrics hold.,MODEL_OUTPUT,2026-01-01,29.166666666666668
S10,Automation & Cost Transformation,Base,40.0,-310.0,350.0,8244.1,Release funding by phase after adoption and service metrics hold.,MODEL_OUTPUT,2026-02-01,29.166666666666668
S10,Automation & Cost Transformation,Base,40.0,-310.0,350.0,8244.1,Release funding by phase after adoption and service metrics hold.,MODEL_OUTPUT,2026-03-01,29.166666666666668
S10,Automation & Cost Transformation,Base,40.0,-310.0,350.0,8244.1,Release funding by phase after adoption and service metrics hold.,MODEL_OUTPUT,2026-04-01,29.166666666666668
S10,Automation & Cost Transformation,Base,40.0,-310.0,350.0,8244.1,Release funding by phase after adoption and service metrics hold.,MODEL_OUTPUT,2026-05-01,29.166666666666668
S10,Automation & Cost Transformation,Base,40.0,-310.0,350.0,8244.1,Release funding by phase after adoption and service metrics hold.,MODEL_OUTPUT,2026-06-01,29.166666666666668
S10,Automation & Cost Transformation,Base,40.0,-310.0,350.0,8244.1,Release funding by phase after adoption and service metrics hold.,MODEL_OUTPUT,2026-07-01,29.166666666666668
S10,Automation & Cost Transformation,Base,40.0,-310.0,350.0,8244.1,Release funding by phase after adoption and service metrics hold.,MODEL_OUTPUT,2026-08-01,29.166666666666668
S10,Automation & Cost Transformation,Base,40.0,-310.0,350.0,8244.1,Release funding by phase after adoption and service metrics hold.,MODEL_OUTPUT,2026-09-01,29.166666666666668
S10,Automation & Cost Transformation,Base,40.0,-310.0,350.0,8244.1,Release funding by phase after adoption and service metrics hold.,MODEL_OUTPUT,2026-10-01,29.166666666666668
S10,Automation & Cost Transformation,Base,40.0,-310.0,350.0,8244.1,Release funding by phase after adoption and service metrics hold.,MODEL_OUTPUT,2026-11-01,29.166666666666668
S10,Automation & Cost Transformation,Base,40.0,-310.0,350.0,8244.1,Release funding by phase after adoption and service metrics hold.,MODEL_OUTPUT,2026-12-01,29.166666666666668
S10,Automation & Cost Transformation,High / Stress,58.0,-449.5,507.5,8401.6,Release funding by phase after adoption and service metrics hold.,MODEL_OUTPUT,2026-01-01,42.291666666666664
S10,Automation & Cost Transformation,High / Stress,58.0,-449.5,507.5,8401.6,Release funding by phase after adoption and service metrics hold.,MODEL_OUTPUT,2026-02-01,42.291666666666664
S10,Automation & Cost Transformation,High / Stress,58.0,-449.5,507.5,8401.6,Release funding by phase after adoption and service metrics hold.,MODEL_OUTPUT,2026-03-01,42.291666666666664
S10,Automation & Cost Transformation,High / Stress,58.0,-449.5,507.5,8401.6,Release funding by phase after adoption and service metrics hold.,MODEL_OUTPUT,2026-04-01,42.291666666666664
S10,Automation & Cost Transformation,High / Stress,58.0,-449.5,507.5,8401.6,Release funding by phase after adoption and service metrics hold.,MODEL_OUTPUT,2026-05-01,42.291666666666664
S10,Automation & Cost Transformation,High / Stress,58.0,-449.5,507.5,8401.6,Release funding by phase after adoption and service metrics hold.,MODEL_OUTPUT,2026-06-01,42.291666666666664
S10,Automation & Cost Transformation,High / Stress,58.0,-449.5,507.5,8401.6,Release funding by phase after adoption and service metrics hold.,MODEL_OUTPUT,2026-07-01,42.291666666666664
S10,Automation & Cost Transformation,High / Stress,58.0,-449.5,507.5,8401.6,Release funding by phase after adoption and service metrics hold.,MODEL_OUTPUT,2026-08-01,42.291666666666664
S10,Automation & Cost Transformation,High / Stress,58.0,-449.5,507.5,8401.6,Release funding by phase after adoption and service metrics hold.,MODEL_OUTPUT,2026-09-01,42.291666666666664
S10,Automation & Cost Transformation,High / Stress,58.0,-449.5,507.5,8401.6,Release funding by phase after adoption and service metrics hold.,MODEL_OUTPUT,2026-10-01,42.291666666666664
S10,Automation & Cost Transformation,High / Stress,58.0,-449.5,507.5,8401.6,Release funding by phase after adoption and service metrics hold.,MODEL_OUTPUT,2026-11-01,42.291666666666664
S10,Automation & Cost Transformation,High / Stress,58.0,-449.5,507.5,8401.6,Release funding by phase after adoption and service metrics hold.,MODEL_OUTPUT,2026-12-01,42.291666666666664
